Date,Origin,Price,Commodity,Location,Country,Continent,FOB_Price_Type,Currency/Unit
2020-10-20,HRW 11,274.855592,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-20,HRW 12,280.367402,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-20,HRS 13.5,245,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-20,French 11.5,255.63078000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-20,German 12.5,253.19025000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-20,Black Sea Milling,251.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-17,2SRW,279.3569035,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-17,US White,247.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-17,HRW 11,273.2939125,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-17,HRW 12,278.8057225,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-17,HRS 13.5,245,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-17,French 11.5,250.89003999999997,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-17,German 12.5,248.464,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-17,Black Sea Milling,251.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-16,2SRW,274.9474555,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-16,US White,243.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-16,HRW 11,273.018322,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-16,HRW 12,278.530132,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-16,HRS 13.5,241,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-16,French 11.5,247.72349,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-16,German 12.5,245.302625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-16,Black Sea Milling,251.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-15,2SRW,267.0471945,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-15,US White,237.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-15,HRW 11,264.6587435,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-15,HRW 12,270.1705535,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-15,HRS 13.5,237,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-15,French 11.5,245.174035,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-15,German 12.5,242.74075,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-15,Black Sea Milling,250.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-14,2SRW,266.036696,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-14,US White,236.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-14,HRW 11,263.1889275,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-14,HRW 12,268.7007375,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-14,HRS 13.5,237,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-14,French 11.5,244.46352,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-14,German 12.5,241.447625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-14,Black Sea Milling,249.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-13,2SRW,266.1285595,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-13,US White,236.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-13,HRW 11,262.913337,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-13,HRW 12,268.425147,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-13,HRS 13.5,236,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-13,French 11.5,244.25442,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-13,German 12.5,240.62875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-13,Black Sea Milling,246.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-10,2SRW,265.9448325,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-10,US White,236.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-10,HRW 11,262.913337,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-10,HRW 12,268.425147,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-10,HRS 13.5,235,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-10,French 11.5,243.97340000000003,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-10,German 12.5,239.160625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-10,Black Sea Milling,245.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-09,2SRW,266.4960135,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-09,US White,236.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-09,HRW 11,260.4330225,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-09,HRW 12,265.9448325,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-09,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-09,French 11.5,241.05978499999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-09,German 12.5,237.451,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-09,Black Sea Milling,243.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-08,2SRW,270.997325,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-08,US White,238.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-08,HRW 11,268.05769300000003,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-08,HRW 12,273.569503,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-08,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-08,French 11.5,243.029605,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-08,German 12.5,239.41775,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-08,Black Sea Milling,243.5,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-07,2SRW,265.5773785,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-07,US White,239.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-07,HRW 11,266.1285595,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-07,HRW 12,271.6403695,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-07,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-07,French 11.5,242.75045999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-07,German 12.5,239.134,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-07,Black Sea Milling,240.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-06,2SRW,262.4540195,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-06,US White,240.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-06,HRW 11,262.4540195,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-06,HRW 12,267.9658295,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-06,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-06,French 11.5,240.20187,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-06,German 12.5,237.76237500000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-06,Black Sea Milling,239.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-03,2SRW,260.2492955,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-03,US White,240.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-03,HRW 11,260.708613,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-03,HRW 12,266.220423,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-03,HRS 13.5,231,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-03,French 11.5,236.51413499999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-03,German 12.5,234.007125,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-03,Black Sea Milling,237.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-02,2SRW,259.1469335,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-02,US White,237.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-02,HRW 11,259.606251,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-02,HRW 12,265.118061,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-02,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-02,French 11.5,237.41343,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-02,German 12.5,234.90000000000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-02,Black Sea Milling,237.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-10-01,2SRW,261.994702,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-01,US White,237.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-10-01,HRW 11,260.8004765,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-01,HRW 12,266.3122865,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-10-01,HRS 13.5,233,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-10-01,French 11.5,237.685635,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-10-01,German 12.5,235.178625,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-10-01,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-30,2SRW,251.522263,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-30,US White,235.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-30,HRW 11,248.39890400000002,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-30,HRW 12,253.910714,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-30,HRS 13.5,231,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-30,French 11.5,231.34107999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-30,German 12.5,228.833,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-30,Black Sea Milling,233.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-29,2SRW,251.7978535,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-29,US White,235.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-29,HRW 11,251.2466725,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-29,HRW 12,256.7584825,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-29,HRS 13.5,231,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-29,French 11.5,231.22354499999997,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-29,German 12.5,228.729375,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-29,Black Sea Milling,234.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-26,2SRW,249.5931295,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-26,US White,235.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-26,HRW 11,248.1233135,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-26,HRW 12,253.6351235,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-26,HRS 13.5,231,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-26,French 11.5,229.56457,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-26,German 12.5,227.07575,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-26,Black Sea Milling,234.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-25,2SRW,251.6141265,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-25,US White,235.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-25,HRW 11,252.808352,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-25,HRW 12,256.482892,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-25,HRS 13.5,229,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-25,French 11.5,230.255435,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-25,German 12.5,227.759125,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-25,Black Sea Milling,234.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-24,2SRW,251.338536,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-24,US White,235.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-24,HRW 11,253.2676695,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-24,HRW 12,256.9422095,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-24,HRS 13.5,231,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-24,French 11.5,232.59551999999996,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-24,German 12.5,230.09599999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-24,Black Sea Milling,236.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-23,2SRW,254.645622,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-23,US White,237.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-23,HRW 11,256.0235745,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-23,HRW 12,259.6981145,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-23,HRS 13.5,233,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-23,French 11.5,234.07119,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-23,German 12.5,231.56525000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-23,Black Sea Milling,236.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-22,2SRW,253.45139650000002,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-22,US White,235.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-22,HRW 11,247.0209515,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-22,HRW 12,252.5327615,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-22,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-22,French 11.5,232.90985999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-22,German 12.5,229.22349999999997,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-22,Black Sea Milling,236.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-19,2SRW,260.89234,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-19,US White,235.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-19,HRW 11,255.1049395,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-19,HRW 12,260.6167495,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-19,HRS 13.5,237,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-19,French 11.5,236.5734,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-19,German 12.5,232.85250000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-19,Black Sea Milling,235.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-18,2SRW,252.1653075,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-18,US White,229.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-18,HRW 11,245.275545,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-18,HRW 12,248.950085,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-18,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-18,French 11.5,232.822425,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-18,German 12.5,229.10937500000003,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-18,Black Sea Milling,229.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-17,2SRW,246.929088,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-17,US White,226.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-17,HRW 11,238.8451,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-17,HRW 12,242.51964,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-17,HRS 13.5,227,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-17,French 11.5,228.58119,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-17,German 12.5,224.865,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-17,Black Sea Milling,228.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-16,2SRW,245.55113550000002,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-16,US White,225.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-16,HRW 11,236.272922,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-16,HRW 12,239.947462,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-16,HRS 13.5,223,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-16,French 11.5,227.38965,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-16,German 12.5,223.66875000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-16,Black Sea Milling,228.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-15,2SRW,248.3070405,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-15,US White,225.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-15,HRW 11,240.131189,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-15,HRW 12,243.805729,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-15,HRS 13.5,225,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-15,French 11.5,230.050485,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-15,German 12.5,225.13837500000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-15,Black Sea Milling,227.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-12,2SRW,246.929088,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-12,US White,225.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-12,HRW 11,239.3044175,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-12,HRW 12,242.9789575,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-12,HRS 13.5,226,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-12,French 11.5,229.26975999999996,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-12,German 12.5,226.736,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-12,Black Sea Milling,225.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-11,2SRW,251.0629455,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-11,US White,227.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-11,HRW 11,242.152186,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-11,HRW 12,245.826726,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-11,HRS 13.5,227,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-11,French 11.5,231.236985,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-11,German 12.5,228.697875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-11,Black Sea Milling,225.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-10,2SRW,249.4094025,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-10,US White,227.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-10,HRW 11,241.049824,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-10,HRW 12,244.724364,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-10,HRS 13.5,227,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-10,French 11.5,228.20019999999997,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-10,German 12.5,225.08499999999998,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-10,Black Sea Milling,221.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-09,2SRW,249.5931295,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-09,US White,227.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-09,HRW 11,242.335913,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-09,HRW 12,246.010453,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-09,HRS 13.5,227,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-09,French 11.5,227.910115,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-09,German 12.5,219.49562500000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-09,Black Sea Milling,219.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-08,2SRW,251.7978535,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-08,US White,227.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-08,HRW 11,243.438275,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-08,HRW 12,247.112815,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-08,HRS 13.5,227,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-08,French 11.5,229.66762,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-08,German 12.5,220.038,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-08,Black Sea Milling,217.5,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-05,2SRW,251.7978535,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-05,US White,227.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-05,HRW 11,243.438275,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-05,HRW 12,247.112815,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-05,HRS 13.5,227,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-05,French 11.5,229.66270500000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-05,German 12.5,220.02087500000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-05,Black Sea Milling,217.5,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-04,2SRW,252.9002155,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-04,US White,225.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-04,HRW 11,244.6325005,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-04,HRW 12,248.3070405,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-04,HRS 13.5,227,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-04,French 11.5,229.17293999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-04,German 12.5,219.53925,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-04,Black Sea Milling,216.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-03,2SRW,254.7374855,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-03,US White,226.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-03,HRW 11,245.9185895,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-03,HRW 12,249.5931295,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-03,HRS 13.5,232,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-03,French 11.5,229.17293999999998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-03,German 12.5,218.9475,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-03,Black Sea Milling,216.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-02,2SRW,256.850346,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-02,US White,229.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-02,HRW 11,248.215177,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-02,HRW 12,251.889717,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-02,HRS 13.5,232,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-02,French 11.5,231.3998,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-02,German 12.5,220.47750000000002,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-02,Black Sea Milling,214.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-09-01,2SRW,250.6954915,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-01,US White,229.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-09-01,HRW 11,244.44877350000002,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-01,HRW 12,248.1233135,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-09-01,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-09-01,French 11.5,229.10562,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-09-01,German 12.5,218.17875,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-09-01,Black Sea Milling,214.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-08-29,2SRW,245.9185895,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-29,US White,227.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-08-29,HRW 11,239.4881445,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-29,HRW 12,243.1626845,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-29,HRS 13.5,230,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-08-29,French 11.5,227.94319000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-08-29,German 12.5,221.7485,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-08-29,Black Sea Milling,209.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-08-28,2SRW,247.112815,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-28,US White,227.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-08-28,HRW 11,233.6088805,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-28,HRW 12,237.2834205,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-28,HRS 13.5,226,Wheat,Lakes,USA,North America,Flat,US$/Mt
2020-08-28,French 11.5,226.80074000000002,Wheat,Rouen,France,Europe,Flat,US$/Mt
2020-08-28,German 12.5,220.645125,Wheat,Rostoc,Germany,Europe,Flat,US$/Mt
2020-08-28,Black Sea Milling,209.0,Wheat,NTT,Russia,Europe,Flat,US$/Mt
2020-08-27,2SRW,243.254548,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-27,US White,227.0,Wheat,PNW,USA,North America,Flat,US$/Mt
2020-08-27,HRW 11,226.0760735,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-27,HRW 12,229.75061350000001,Wheat,Gulf,USA,North America,Flat,US$/Mt
2020-08-27,HRS 13.5,214,Wheat,Lakes,USA,North America,Flat,US$/Mt
